id;vorname;nachname;aktiv;geschlecht;tel;email;alter;strasse;hausnr;stadt;plz;verein1;verein2;verein3;mitglnr;name;geburtstag;adresse1;adresse2;adresse3;adresse4;vereinsnr;position;name_kopie;nr;aktivesMitglied;geburstdatum;str;haus;mitgliedVereinA;mitgliedVereinB
;;;;m;;;;;;;;;;;181.0;Jordan Allen;1998-04-26;Ahuko Glen;30.0;Benumeuba;54895.0;94.0;vorstand;Jordan Allen;;;;;;;
;;;;w;;;;;;;;;;;182.0;Beatrice Smith;1981-06-19;Jaga Point;37.0;Fubgalwes;82068.0;62.0;vorstand;Beatrice Smith;;;;;;;
;;;;;;;;;;;;;;;183.0;Stanley Cruz;2000-03-31;Zebnaz Path;32.0;;15505.0;13.0;trainer;Stanley Cruz;;;;;;;
;;;;m;;;;;;;;;;;184.0;Nora Meyer;1987-07-08;Zotzic Parkway;31.0;Vamokdi;2595.0;12.0;trainer;Nora Meyer;;;;;;;
;;;;maennlich;;;;;;;;;;;185.0;Walter Chavez;1972-09-02;Mitbu Pike;30.0;Iwofuwa;93354.0;28.0;schriftfuehrer;Walter Chavez;;;;;;;
;;;;maennlich;;;;;;;;;;;186.0;Hettie Caldwell;1998-05-30;Wugeg Pass;59.0;Babufa;80108.0;40.0;mitglied;Hettie Caldwell;;;;;;;
;;;;w;;;;;;;;;;;187.0;Lawrence Harper;1965-01-25;Wegzu Pike;29.0;Foguslo;9987.0;33.0;trainer;Lawrence Harper;;;;;;;
;;;;;;;;;;;;;;;188.0;Phillip Obrien;1994-02-19;Ravpop Path;62.0;Tuvuoci;68282.0;69.0;trainer;Phillip Obrien;;;;;;;
;;;;m;;;;;;;;;;;189.0;Eula Reynolds;1960-03-28;Pija Pike;25.0;Etasele;56026.0;95.0;trainer;Eula Reynolds;;;;;;;
;;;;;;;;;;;;;;;190.0;Tillie Griffin;1977-08-14;Witpuc Highway;63.0;Suihci;20539.0;9.0;schriftfuehrer;Tillie Griffin;;;;;;;
;;;;w;;;;;;;;;;;191.0;Matilda Thornton;1990-08-18;Vawjed Point;22.0;Mobatraw;84680.0;98.0;schriftfuehrer;Matilda Thornton;;;;;;;
;;;;;;;;;;;;;;;192.0;Jose McCormick;1996-08-04;Niksug Mill;45.0;Mokidhi;1364.0;52.0;schriftfuehrer;Jose McCormick;;;;;;;
;;;;;;;;;;;;;;;193.0;Isabel Ramos;1977-08-18;Sook Court;36.0;Gozagoin;98019.0;3.0;schriftfuehrer;Isabel Ramos;;;;;;;
;;;;weiblich;;;;;;;;;;;194.0;Jayden Norton;1964-10-03;Tejave Circle;23.0;Kizhuru;47728.0;69.0;mitglied;Jayden Norton;;;;;;;
;;;;weiblich;;;;;;;;;;;195.0;Kenneth Marshall;1960-03-19;Betu Lane;50.0;Iftaifu;34810.0;79.0;mitglied;Kenneth Marshall;;;;;;;
;;;;maennlich;;;;;;;;;;;196.0;Augusta Moran;1977-09-13;Hihso Avenue;45.0;Joazofo;57270.0;26.0;vorstand;Augusta Moran;;;;;;;
;;;;w;;;;;;;;;;;197.0;Corey Bryant;1980-05-25;Wafah Extension;39.0;Zisizmiw;75476.0;21.0;mitglied;Corey Bryant;;;;;;;
;;;;w;;;;;;;;;;;198.0;Pearl Malone;1965-09-02;Rujilo Trail;61.0;Wullomi;23092.0;21.0;vorstand;Pearl Malone;;;;;;;
;;;;m;;;;;;;;;;;199.0;Jean Erickson;1994-09-28;Ikro River;45.0;Heruati;71329.0;55.0;mitglied;Jean Erickson;;;;;;;
;;;;;;;;;;;;;;;200.0;Larry Rodriguez;1979-12-30;Gakgu Park;23.0;Iwsicij;68793.0;43.0;mitglied;Larry Rodriguez;;;;;;;
;;;;;;;;;;;;;;;201.0;Rebecca Morris;1970-06-12;Sadode Boulevard;34.0;Kosnovzot;45926.0;7.0;trainer;Rebecca Morris;;;;;;;
;;;;;;;;;;;;;;;202.0;Harvey Todd;1997-08-06;Jajim Square;22.0;Nadorvot;18985.0;63.0;trainer;Harvey Todd;;;;;;;
;;;;;;;;;;;;;;;203.0;Flora Klein;1986-09-10;Zulhes Junction;41.0;Hoviic;29164.0;39.0;mitglied;Flora Klein;;;;;;;
;;;;;;;;;;;;;;;204.0;Travis Buchanan;1994-07-06;Zete Square;18.0;Jonkicdeh;37834.0;43.0;schriftfuehrer;Travis Buchanan;;;;;;;
;;;;w;;;;;;;;;;;205.0;Ruth Sanchez;1998-11-30;Leniju Extension;19.0;Doatvub;18762.0;66.0;schriftfuehrer;Ruth Sanchez;;;;;;;
;;;;m;;;;;;;;;;;206.0;Gerald Sullivan;1966-01-27;Doro Way;43.0;Capupvep;49776.0;47.0;vorstand;Gerald Sullivan;;;;;;;
;;;;w;;;;;;;;;;;207.0;Phillip Barker;1986-12-23;Okiut Drive;53.0;Uwroku;68511.0;70.0;trainer;Phillip Barker;;;;;;;
;;;;w;;;;;;;;;;;208.0;Ellen Erickson;2005-04-26;Teat Place;62.0;Zedaaz;97271.0;84.0;trainer;Ellen Erickson;;;;;;;
;;;;weiblich;;;;;;;;;;;209.0;Leonard Mendoza;1979-10-01;Pajvuv Parkway;48.0;Utiedtun;70460.0;70.0;trainer;Leonard Mendoza;;;;;;;
;;;;maennlich;;;;;;;;;;;210.0;Fannie McKinney;1979-07-31;Pubil Plaza;29.0;Oguuwve;18576.0;90.0;mitglied;Fannie McKinney;;;;;;;
;;;;weiblich;;;;;;;;;;;211.0;Hettie Schultz;1959-05-10;Gecfac Loop;45.0;Ipbalor;16917.0;44.0;trainer;Hettie Schultz;;;;;;;
;;;;w;;;;;;;;;;;212.0;Isaac Aguilar;1959-09-25;Jupra Junction;61.0;Cilistir;71488.0;84.0;vorstand;Isaac Aguilar;;;;;;;
;;;;maennlich;;;;;;;;;;;213.0;Henrietta Nichols;1967-05-31;Lucaku Plaza;49.0;Okijdo;94152.0;6.0;trainer;Henrietta Nichols;;;;;;;
;;;;weiblich;;;;;;;;;;;214.0;Isaiah Summers;1964-05-12;Immu Junction;27.0;Niegula;10735.0;18.0;schriftfuehrer;Isaiah Summers;;;;;;;
;;;;weiblich;;;;;;;;;;;215.0;Chris Dawson;1966-05-22;Hagro Ridge;52.0;Cuhodku;40491.0;29.0;vorstand;Chris Dawson;;;;;;;
;;;;maennlich;;;;;;;;;;;216.0;Corey Welch;1980-09-07;Gerob Plaza;37.0;Mefhucofa;52361.0;84.0;mitglied;Corey Welch;;;;;;;
;;;;maennlich;;;;;;;;;;;217.0;Eugene Lindsey;1991-08-19;Satok River;31.0;Nidekej;52895.0;46.0;trainer;Eugene Lindsey;;;;;;;
;;;;m;;;;;;;;;;;218.0;Corey Jensen;1993-04-13;Onokec Center;27.0;Lopiwow;25730.0;56.0;vorstand;Corey Jensen;;;;;;;
;;;;w;;;;;;;;;;;219.0;Myra Campbell;1983-06-11;Asjur Lane;36.0;Zanufgef;28375.0;56.0;schriftfuehrer;Myra Campbell;;;;;;;
;;;;weiblich;;;;;;;;;;;220.0;Jesus Osborne;1976-01-25;;27.0;;59495.0;52.0;trainer;Jesus Osborne;;;;;;;
;;;;weiblich;;;;;;;;;;;221.0;Gerald Wagner;1985-04-03;Vedew Manor;28.0;Wahjohgoz;36861.0;32.0;vorstand;Gerald Wagner;;;;;;;
;;;;m;;;;;;;;;;;222.0;Glen Taylor;2001-04-16;Ruobu Plaza;20.0;Hocdanihu;57197.0;74.0;vorstand;Glen Taylor;;;;;;;
;;;;m;;;;;;;;;;;223.0;Jesus Cole;2003-08-02;Codha Point;56.0;Dejagkam;6093.0;89.0;vorstand;Jesus Cole;;;;;;;
;;;;;;;;;;;;;;;224.0;Dale Jordan;1958-12-17;Zapba Loop;35.0;Rusuwi;56730.0;94.0;mitglied;Dale Jordan;;;;;;;
;;;;;;;;;;;;;;;225.0;Victor Diaz;1976-11-20;Acwin Street;32.0;Jadavwat;82837.0;91.0;vorstand;Victor Diaz;;;;;;;
;;;;maennlich;;;;;;;;;;;226.0;Theresa Cannon;1989-07-20;Sadej View;30.0;Bawliip;25614.0;97.0;schriftfuehrer;Theresa Cannon;;;;;;;
;;;;weiblich;;;;;;;;;;;227.0;Lida Brooks;1971-11-27;Jestic Square;23.0;Bubebo;64358.0;46.0;schriftfuehrer;Lida Brooks;;;;;;;
;;;;maennlich;;;;;;;;;;;228.0;Ophelia Pearson;1965-08-01;Urga Grove;24.0;Jurabma;49682.0;76.0;mitglied;Ophelia Pearson;;;;;;;
;;;;w;;;;;;;;;;;229.0;Laura Medina;1996-07-24;Akola Key;41.0;Vakizuda;95571.0;59.0;trainer;Laura Medina;;;;;;;
;;;;;;;;;;;;;;;230.0;Nancy Saunders;1983-11-06;Zibom Mill;47.0;Hethubare;81219.0;28.0;mitglied;Nancy Saunders;;;;;;;
;;;;;;;;;;;;;;;231.0;Grace Holmes;1996-04-11;Suzod Place;57.0;Kusgurad;46867.0;17.0;schriftfuehrer;Grace Holmes;;;;;;;
;;;;;;;;;;;;;;;232.0;Cynthia Douglas;1963-05-25;Hinoda Road;20.0;Moumufu;46195.0;14.0;mitglied;Cynthia Douglas;;;;;;;
;;;;;;;;;;;;;;;233.0;Harry Wilkins;1979-05-10;Nujsan Place;42.0;Gahatin;56161.0;23.0;trainer;Harry Wilkins;;;;;;;
;;;;weiblich;;;;;;;;;;;234.0;Louise Simmons;1984-10-28;Wopco Parkway;42.0;Zukufefo;15385.0;63.0;trainer;Louise Simmons;;;;;;;
;;;;w;;;;;;;;;;;235.0;Dustin Fuller;1995-09-21;Posale Drive;55.0;Ceraopi;74510.0;29.0;mitglied;Dustin Fuller;;;;;;;
;;;;m;;;;;;;;;;;236.0;Louisa Hernandez;2003-03-12;Fofzut Square;49.0;Bicijrej;70392.0;32.0;schriftfuehrer;Louisa Hernandez;;;;;;;
;;;;w;;;;;;;;;;;237.0;Evan Barnett;1966-06-01;Keve Manor;19.0;Butemumu;61388.0;94.0;trainer;Evan Barnett;;;;;;;
;;;;;;;;;;;;;;;238.0;Flora Fuller;1975-07-29;Apcew Manor;50.0;Zaveguda;35633.0;56.0;mitglied;Flora Fuller;;;;;;;
;;;;;;;;;;;;;;;239.0;Olga Strickland;1959-01-21;Sirhoc Lane;43.0;Ogabezla;31164.0;50.0;mitglied;Olga Strickland;;;;;;;
;;;;maennlich;;;;;;;;;;;240.0;Tillie Sutton;1983-03-29;Compe Key;52.0;Cisiro;25196.0;24.0;mitglied;Tillie Sutton;;;;;;;
;;;;;;;;;;;;;;;241.0;Vernon Newman;1993-05-03;Hico Circle;58.0;Uwedekpe;70523.0;27.0;mitglied;Vernon Newman;;;;;;;
;;;;;;;;;;;;;;;242.0;Ricky Lyons;1996-04-02;Tezpo Extension;29.0;Mekaha;3991.0;51.0;vorstand;Ricky Lyons;;;;;;;
;;;;weiblich;;;;;;;;;;;243.0;Teresa Roy;1993-02-18;Biilu Turnpike;53.0;Pasawiti;1152.0;96.0;schriftfuehrer;Teresa Roy;;;;;;;
;;;;weiblich;;;;;;;;;;;244.0;Trevor Davidson;2002-04-28;Silcuf Path;18.0;Zecanlut;18382.0;15.0;vorstand;Trevor Davidson;;;;;;;
;;;;w;;;;;;;;;;;245.0;Theodore Rowe;1981-06-03;Pemeh Way;30.0;Uzjonumo;27538.0;57.0;schriftfuehrer;Theodore Rowe;;;;;;;
;;;;m;;;;;;;;;;;246.0;Madge Watts;1994-07-21;Tihwe Heights;24.0;Ceivneh;12956.0;81.0;schriftfuehrer;Madge Watts;;;;;;;
;;;;w;;;;;;;;;;;247.0;Connor Page;1999-07-04;Ilvur Heights;60.0;Voluphe;42933.0;77.0;schriftfuehrer;Connor Page;;;;;;;
;;;;weiblich;;;;;;;;;;;248.0;Luella Parker;1974-10-17;Efmu Extension;48.0;Votedatiw;94667.0;67.0;trainer;Luella Parker;;;;;;;
;;;;m;;;;;;;;;;;249.0;Theodore Santiago;1976-02-13;Adzul Key;47.0;Vohumi;63999.0;11.0;trainer;Theodore Santiago;;;;;;;
;;;;;;;;;;;;;;;250.0;Rodney Nelson;1999-12-07;Zisno Square;29.0;Piiwmu;55801.0;92.0;vorstand;Rodney Nelson;;;;;;;
;;;;m;;amzernar@okiige.es;;;;Ehezakizi;8468;;;;;Agnes Logan;;;;;;;;;1.0;j;21.06.1966;Uljev Loop;25.0;9.0;
;;;;d;;mitnokfez@taj.jo;;;;Bufunedem;12240;;;;;Roxie Barber;;;;;;;;;2.0;j;23.10.1963;Dotuf Parkway;54.0;8.0;9.0
;;;;w;;wod@hugode.ga;;;;Ikenobav;81209;;;;;Estelle Olson;;;;;;;;;3.0;n;08.10.1966;Suit Park;41.0;;11.0
;;;;w;;da@adle.bd;;;;Calvikiva;82295;;;;;Shawn Owen;;;;;;;;;4.0;j;28.09.1980;Nubpod Turnpike;65.0;10.0;13.0
;;;;d;;lionecu@cun.gy;;;;Faetaimo;46936;;;;;Maggie Ross;;;;;;;;;5.0;j;11.09.2000;Weja Court;57.0;1.0;2.0
;;;;d;;ceunwi@ko.lb;;;;Jeesaepa;81684;;;;;Caleb Torres;;;;;;;;;6.0;j;20.06.1977;Kiemu Key;52.0;10.0;5.0
;;;;w;;laga@cutes.py;;;;Olivovuwo;62235;;;;;Adrian Schneider;;;;;;;;;7.0;n;10.08.1959;Edijo Trail;53.0;6.0;9.0
;;;;m;;pid@za.co.uk;;;;Pevnajagu;64028;;;;;Arthur Hanson;;;;;;;;;8.0;;11.10.1960;Binoke Heights;65.0;7.0;5.0
;;;;d;;gabug@fimerkiw.su;;;;Awbepe;49859;;;;;Alvin Sparks;;;;;;;;;9.0;n;26.04.1969;Umisik Loop;65.0;6.0;17.0
;;;;m;;oh@binasva.cx;;;;Vihhibi;24207;;;;;Johanna Shaw;;;;;;;;;10.0;n;10.05.1972;Tida Avenue;57.0;6.0;19.0
;;;;d;;vo@wa.gs;;;;Guirijor;85911;;;;;Lester Colon;;;;;;;;;11.0;j;07.12.1994;Jijer Pike;57.0;3.0;12.0
;;;;m;;gejoozo@zocavzo.kg;;;;Utowocjap;76791;;;;;Nelle Spencer;;;;;;;;;12.0;j;18.04.1999;Namu Ridge;55.0;1.0;13.0
;;;;m;;kubavgek@mitu.za;;;;Peconak;74938;;;;;Gene Bowen;;;;;;;;;13.0;j;12.09.1979;Ejowe Key;43.0;;16.0
;;;;d;;ziz@ugo.sy;;;;Isrezduh;85797;;;;;Hannah Vargas;;;;;;;;;14.0;n;17.10.1992;Ruktid Point;55.0;6.0;3.0
;;;;d;;ewo@an.vn;;;;Dussegob;63677;;;;;Ethel Chavez;;;;;;;;;15.0;n;09.04.1992;Ajoki Terrace;62.0;;14.0
;;;;m;;refu@pamevoj.cw;;;;Rumovais;56052;;;;;Gertrude Guzman;;;;;;;;;16.0;j;13.06.1984;Udotab Turnpike;58.0;8.0;14.0
;;;;d;;elwo@bilmuvoj.re;;;;Zuabiewe;65072;;;;;Nelle Quinn;;;;;;;;;17.0;j;09.09.1958;Wuko Trail;42.0;3.0;5.0
;;;;w;;ike@fadnociz.zm;;;;Tehibiki;36188;;;;;Kevin Wade;;;;;;;;;18.0;j;21.07.1971;Hikop Turnpike;25.0;2.0;13.0
;;;;m;;zafruh@feri.tg;;;;Okobagev;36614;;;;;Hettie Ruiz;;;;;;;;;19.0;j;10.01.2004;Fokka Circle;64.0;10.0;14.0
;;;;w;;zub@fihupdo.ck;;;;Debkakih;95357;;;;;Blanche Wolfe;;;;;;;;;21.0;n;23.07.2000;Zaaze Loop;32.0;1.0;4.0
;;;;w;;vonbog@durerola.ss;;;;Ifawake;95357;;;;;Allen Dean;;;;;;;;;22.0;n;19.04.1980;Jefu Terrace;38.0;8.0;18.0
;;;;d;;ive@gasuzku.er;;;;Zihucto;46155;;;;;Hallie Lamb;;;;;;;;;23.0;n;25.02.1963;Luhahu Junction;36.0;8.0;9.0
;;;;d;;ature@fepobnow.gov;;;;Dafauro;11298;;;;;Eugene Jimenez;;;;;;;;;24.0;;26.07.1965;Wenve Ridge;44.0;5.0;11.0
;;;;w;;tecisbe@tezcasren.kn;;;;Oneemro;10898;;;;;Nell McCoy;;;;;;;;;25.0;n;01.02.1969;Fasap View;23.0;4.0;
;;;;d;;cotehna@su.nz;;;;Elazicuri;12897;;;;;Dominic Marshall;;;;;;;;;26.0;j;14.07.1981;Vude Way;35.0;5.0;19.0
;;;;d;;if@sizwum.si;;;;Zabadami;22485;;;;;Keith Glover;;;;;;;;;27.0;j;25.11.1962;Dijgav Square;32.0;7.0;6.0
;;;;m;;cibtemmip@rijep.bq;;;;Veenuab;91692;;;;;Harriett Hawkins;;;;;;;;;28.0;n;10.06.1985;Lunas Turnpike;54.0;4.0;15.0
;;;;w;;wepfiwuj@oki.kg;;;;Fufukvow;98212;;;;;Evan Swanson;;;;;;;;;29.0;j;23.07.1959;Kawme Parkway;23.0;10.0;17.0
;;;;w;;cofucis@faragdid.su;;;;Kaheawu;61633;;;;;James Schultz;;;;;;;;;30.0;j;01.04.1994;Mobe Junction;57.0;4.0;19.0
;;;;d;;suiwuig@kuzenpul.mk;;;;Fononud;23568;;;;;Mark Wilkins;;;;;;;;;31.0;j;12.07.1981;Ronba Circle;65.0;9.0;5.0
;;;;w;;ate@je.ye;;;;Mosuvi;11958;;;;;Chris Boyd;;;;;;;;;32.0;n;11.11.1993;Lofo Way;30.0;8.0;12.0
;;;;w;;saavuguk@pefijzac.pf;;;;Hulrugev;67339;;;;;Inez Robbins;;;;;;;;;33.0;n;06.06.1972;Juvi Pike;20.0;4.0;19.0
;;;;m;;losjo@ko.cu;;;;Jolbiej;74984;;;;;Pauline Leonard;;;;;;;;;34.0;;11.06.1999;Sain View;29.0;6.0;1.0
;;;;w;;gipsuewo@lot.mc;;;;Bogregse;96362;;;;;Eric Robinson;;;;;;;;;35.0;n;26.07.1993;Zojah Loop;28.0;2.0;6.0
;;;;m;;wommopuku@goheras.gg;;;;Udperuw;81205;;;;;Barry Ballard;;;;;;;;;36.0;j;16.12.1987;Nogi Square;52.0;1.0;9.0
;;;;d;;ap@rajeb.ua;;;;Laolfe;58503;;;;;Lizzie Elliott;;;;;;;;;37.0;j;29.05.1985;Ganwa Manor;42.0;4.0;15.0
;;;;d;;muhifro@jifigki.gt;;;;Boajfu;67524;;;;;Francis Gonzalez;;;;;;;;;38.0;j;20.10.1980;Awsop Junction;28.0;7.0;15.0
;;;;w;;vil@daje.la;;;;Furmagwim;47552;;;;;Leah Pierce;;;;;;;;;39.0;n;23.01.1980;Jujab Pass;31.0;3.0;20.0
;;;;m;;bi@is.eh;;;;Hibowbet;15691;;;;;Esther Cunningham;;;;;;;;;40.0;j;08.02.1993;Onwu Road;25.0;9.0;5.0
;;;;d;;labziweb@mac.ne;;;;Zamroguk;13678;;;;;Irene Hughes;;;;;;;;;41.0;j;15.06.2003;Inico Park;59.0;8.0;6.0
;;;;w;;ig@ni.hm;;;;Fucasjab;47939;;;;;Maria Drake;;;;;;;;;42.0;j;08.02.1963;Cigem Loop;23.0;10.0;3.0
;;;;m;;piosiiji@deczukhu.vn;;;;Mohohcu;81824;;;;;Ricky Pratt;;;;;;;;;43.0;;24.05.1999;Poahu Path;23.0;3.0;
;;;;w;;pedamava@romovpa.ss;;;;Kalopuc;74014;;;;;Carrie Ruiz;;;;;;;;;44.0;j;24.05.1969;Ivde Parkway;28.0;;15.0
;;;;m;;iduawa@hun.fi;;;;Zacjezam;45481;;;;;Linnie Mason;;;;;;;;;45.0;n;29.07.1991;Afuan Street;56.0;7.0;14.0
;;;;w;;pepnu@akanigmiw.ng;;;;Tomogni;94296;;;;;Charles Evans;;;;;;;;;46.0;n;19.11.1999;Icuduf Plaza;22.0;6.0;17.0
;;;;d;;daukorap@por.id;;;;Lemmuriw;61309;;;;;Olga McCormick;;;;;;;;;47.0;n;02.06.1984;Kurpek Way;37.0;9.0;9.0
;;;;m;;bor@mec.fi;;;;Dirikkeg;23973;;;;;Theresa Cortez;;;;;;;;;48.0;j;20.11.2004;Nihzaj Glen;61.0;4.0;15.0
;;;;w;;samor@coganmo.ca;;;;Lukafok;38781;;;;;Lida Cunningham;;;;;;;;;49.0;j;13.12.2004;Efmac Loop;47.0;9.0;12.0
;;;;m;;pe@ruf.md;;;;Leuzavuj;10128;;;;;Trevor Brewer;;;;;;;;;50.0;j;29.11.1965;Zajek Place;42.0;9.0;7.0
;;;;w;;voevare@sa.ae;;;;Zonilkos;4703;;;;;Grace McDaniel;;;;;;;;;52.0;n;23.07.1990;Zamu Key;41.0;;1.0
;;;;d;;icsure@afosuver.sb;;;;Tapugoera;59076;;;;;Evelyn Barnett;;;;;;;;;53.0;n;16.05.2003;Wavi Ridge;31.0;3.0;13.0
;;;;m;;im@sejipi.af;;;;Mokabibiz;4703;;;;;Todd Ferguson;;;;;;;;;54.0;n;19.08.1996;Lonul Highway;24.0;7.0;18.0
;;;;m;;ja@ezijego.ky;;;;Fuswuwdul;10769;;;;;Lilly Andrews;;;;;;;;;55.0;n;16.10.1964;Noga Court;41.0;7.0;16.0
;;;;f;;teplikiku@lofulog.bj;;;;Berugepum;87979;;;;;Rosalie Benson;;;;;;;;;56.0;j;01.03.1979;Afeano Highway;35.0;5.0;10.0
;;;;m;;vum@vazuzto.gu;;;;Foczodon;39147;;;;;Amanda Miles;;;;;;;;;57.0;j;;Rodrer Point;52.0;13.0;
;;;;m;;lonjop@web.com;;;;Momokini;49551;;;;;Jerome Young;;;;;;;;;58.0;j;10.01.1990;Wivu Plaza;65.0;;9.0
;;;;m;;;;;;Hocdanihu;85326;;;;;Glen Taylor;;;;;;;;;59.0;n;16.04.2001;Ruobu Plaza;20.0;74.0;
;;;;;;;;;;;64818;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;57197;;;;;;;;;;;;;;;;;;;;
